time,sea_water_temperature,mass_concentration_of_chlorophyll_in_sea_water
UTC,degree_Celsius,microg.L-1
2020-04-17T08:54:00Z,14.9,4.47
2020-04-17T09:00:00Z,14.9741666667,4.12
2020-04-17T09:06:00Z,15.01,4.25
2020-04-17T09:12:00Z,15.03,4.31
2020-04-17T09:18:00Z,15.03,4.31
2020-04-17T09:24:00Z,15.01,4.83
2020-04-17T09:30:00Z,14.99,4.44
2020-04-17T09:36:00Z,14.96,4.36
2020-04-17T09:42:00Z,14.95,4.32
2020-04-17T09:48:00Z,14.95,4.32
2020-04-17T09:54:00Z,14.92,4.24
2020-04-17T10:00:00Z,14.8633333333,4.15
2020-04-17T10:06:00Z,14.9,4.22
2020-04-17T10:12:00Z,14.9,4.26
2020-04-17T10:18:00Z,14.9,4.26
2020-04-17T10:24:00Z,14.88,4.05
2020-04-17T10:30:00Z,14.87,3.73
2020-04-17T10:36:00Z,14.86,3.54
2020-04-17T10:42:00Z,14.85,3.44
2020-04-17T10:48:00Z,14.85,3.44
2020-04-17T10:54:00Z,14.83,3.16
2020-04-17T11:00:00Z,14.8108333333,3.0
2020-04-17T11:06:00Z,14.81,2.62
2020-04-17T11:12:00Z,14.8,2.43
2020-04-17T11:18:00Z,14.8,2.43
2020-04-17T11:24:00Z,14.79,4.05
2020-04-17T11:30:00Z,14.8,4.98
2020-04-17T11:36:00Z,14.81,4.81
2020-04-17T11:42:00Z,14.82,4.72
2020-04-17T11:48:00Z,14.82,4.72
2020-04-17T11:54:00Z,14.83,4.57
2020-04-17T12:00:00Z,14.4591666667,4.55
2020-04-17T12:06:00Z,14.82,5.13
2020-04-17T12:12:00Z,14.82,5.42
2020-04-17T12:18:00Z,14.82,5.42
2020-04-17T12:24:00Z,14.57,5.14
2020-04-17T12:30:00Z,14.41,4.07
2020-04-17T12:36:00Z,14.36,4.03
2020-04-17T12:42:00Z,14.33,4.01
2020-04-17T12:48:00Z,14.33,4.01
2020-04-17T12:54:00Z,14.23,4.17
2020-04-17T13:00:00Z,14.1225,4.16
2020-04-17T13:06:00Z,14.12,4.12
2020-04-17T13:12:00Z,14.1,4.1
2020-04-17T13:18:00Z,14.1,4.1
2020-04-17T13:24:00Z,14.02,7.44
2020-04-17T13:30:00Z,13.96,7.76
2020-04-17T13:36:00Z,14.19,2.59
2020-04-17T16:30:00Z,14.51,46.62
2020-04-17T16:54:00Z,14.55,3.58
2020-04-17T17:00:00Z,14.4323076923,4.78
2020-04-17T17:06:00Z,14.55,6.41
2020-04-17T17:12:00Z,14.55,7.23
2020-04-17T17:18:00Z,14.55,7.23
2020-04-17T17:24:00Z,14.47,4.52
2020-04-17T17:30:00Z,14.44,3.62
2020-04-17T17:36:00Z,14.41,4.8
2020-04-17T17:42:00Z,14.39,5.99
2020-04-17T17:48:00Z,14.39,5.99
2020-04-17T17:54:00Z,14.33,4.12
2020-04-17T18:00:00Z,14.32,3.5
2020-04-17T18:06:00Z,14.32,3.79
2020-04-17T18:12:00Z,14.34,4.07
2020-04-17T18:18:00Z,14.34,4.07
2020-04-17T18:24:00Z,14.33,4.0
2020-04-17T18:30:00Z,14.33,3.97
2020-04-17T18:36:00Z,14.33,3.92
2020-04-17T18:42:00Z,14.33,3.88
2020-04-17T18:48:00Z,14.33,3.88
2020-04-17T18:54:00Z,14.29,3.38
2020-04-17T19:00:00Z,14.475,3.22
2020-04-17T19:06:00Z,14.28,3.6
2020-04-17T19:12:00Z,14.27,3.99
2020-04-17T19:18:00Z,14.27,3.99
2020-04-17T19:24:00Z,14.38,3.57
2020-04-17T19:30:00Z,14.41,3.43
2020-04-17T19:36:00Z,14.47,3.71
2020-04-17T19:42:00Z,14.54,3.99
2020-04-17T19:48:00Z,14.54,3.99
2020-04-17T19:54:00Z,14.64,4.46
2020-04-17T20:00:00Z,14.795,4.62
2020-04-17T20:06:00Z,14.66,4.05
2020-04-17T20:12:00Z,14.65,3.49
2020-04-17T20:18:00Z,14.65,3.49
2020-04-17T20:24:00Z,14.74,3.21
2020-04-17T20:30:00Z,14.77,3.12
2020-04-17T20:36:00Z,14.81,3.65
2020-04-17T20:42:00Z,14.86,4.18
2020-04-17T20:48:00Z,14.86,4.18
2020-04-17T20:54:00Z,14.89,3.18
2020-04-17T21:00:00Z,15.04,2.85
2020-04-17T21:06:00Z,14.91,3.38
2020-04-17T21:12:00Z,14.92,3.9
2020-04-17T21:18:00Z,14.92,3.9
2020-04-17T21:24:00Z,14.95,5.75
2020-04-17T21:30:00Z,14.96,6.36
2020-04-17T21:36:00Z,14.95,6.12
2020-04-17T21:42:00Z,14.94,5.88
2020-04-17T21:48:00Z,14.94,5.88
2020-04-17T21:54:00Z,15.24,3.5
2020-04-17T22:00:00Z,15.4922222222,2.71
2020-04-17T22:06:00Z,15.38,6.21
2020-04-17T22:12:00Z,15.43,9.72
2020-04-17T22:18:00Z,15.43,9.72
2020-04-17T22:30:00Z,15.49,46.64
2020-04-17T23:06:00Z,15.56,3.71
2020-04-17T23:12:00Z,15.58,7.41
2020-04-17T23:18:00Z,15.58,7.41
2020-04-17T23:24:00Z,15.58,4.87
2020-04-17T23:30:00Z,15.58,4.23
2020-04-17T23:36:00Z,15.58,3.23
2020-04-17T23:42:00Z,15.58,2.23
2020-04-17T23:48:00Z,15.58,2.23
2020-04-17T23:54:00Z,15.57,1.63
2020-04-18T00:00:00Z,15.4,1.48
2020-04-18T00:06:00Z,15.57,1.48
2020-04-18T00:24:00Z,15.55,2.71
2020-04-18T00:30:00Z,15.55,2.68
2020-04-18T00:36:00Z,15.53,2.44
2020-04-18T00:42:00Z,15.51,2.21
2020-04-18T00:48:00Z,15.51,2.21
2020-04-18T00:54:00Z,15.14,3.36
2020-04-18T01:00:00Z,14.76,3.65
2020-04-18T01:06:00Z,15.05,3.65
2020-04-18T01:12:00Z,14.95,3.35
2020-04-18T01:18:00Z,14.92,3.25
2020-04-18T01:24:00Z,14.8,3.5
2020-04-18T01:30:00Z,14.76,3.59
2020-04-18T01:36:00Z,14.76,3.59
2020-04-18T01:42:00Z,14.73,3.58
2020-04-18T01:48:00Z,14.72,3.57
2020-04-18T01:54:00Z,14.66,3.8
2020-04-18T02:00:00Z,14.485,3.88
2020-04-18T02:06:00Z,14.64,3.88
2020-04-18T02:12:00Z,14.6,4.01
2020-04-18T02:18:00Z,14.59,4.05
2020-04-18T02:24:00Z,14.53,3.99
2020-04-18T02:30:00Z,14.51,3.97
2020-04-18T02:36:00Z,14.51,3.97
2020-04-18T02:42:00Z,14.47,4.2
2020-04-18T02:48:00Z,14.46,4.28
2020-04-18T02:54:00Z,14.4,5.86
2020-04-18T03:00:00Z,14.24,6.39
2020-04-18T03:06:00Z,14.38,6.39
2020-04-18T03:12:00Z,14.36,4.81
2020-04-18T03:18:00Z,14.35,4.29
2020-04-18T03:24:00Z,14.28,5.08
2020-04-18T03:30:00Z,14.25,5.34
2020-04-18T03:36:00Z,14.25,5.34
2020-04-18T03:42:00Z,14.23,6.32
2020-04-18T03:48:00Z,14.23,6.65
2020-04-18T03:54:00Z,14.15,6.07
2020-04-18T04:00:00Z,14.38,5.88
2020-04-18T04:06:00Z,14.13,5.88
2020-04-18T04:12:00Z,14.27,6.29
2020-04-18T04:18:00Z,14.31,6.42
2020-04-18T04:24:00Z,14.2,9.66
2020-04-18T04:30:00Z,14.16,10.74
2020-04-18T04:36:00Z,14.16,10.74
2020-04-18T04:42:00Z,14.45,8.02
2020-04-18T04:48:00Z,14.54,7.11
2020-04-18T04:54:00Z,14.52,6.35
2020-04-18T05:00:00Z,14.555,6.1
2020-04-18T05:06:00Z,14.51,6.1
2020-04-18T05:12:00Z,14.37,4.81
2020-04-18T05:18:00Z,14.32,4.38
2020-04-18T05:24:00Z,14.5,7.59
2020-04-18T05:30:00Z,14.56,8.66
2020-04-18T05:36:00Z,14.56,8.66
2020-04-18T05:42:00Z,14.63,16.39
2020-04-18T05:48:00Z,14.65,18.97
2020-04-18T05:54:00Z,14.68,8.2
2020-04-18T06:00:00Z,14.5994444444,4.61
2020-04-18T06:06:00Z,14.69,4.61
2020-04-18T06:12:00Z,14.67,4.52
2020-04-18T06:18:00Z,14.66,4.5
2020-04-18T06:24:00Z,14.61,4.16
2020-04-18T06:30:00Z,14.6,4.07
2020-04-18T06:36:00Z,14.57,4.5
2020-04-18T06:42:00Z,14.55,4.93
2020-04-18T06:48:00Z,14.55,4.93
2020-04-18T06:54:00Z,14.59,5.04
2020-04-18T07:06:00Z,14.6,5.38
2020-04-18T07:12:00Z,14.6,5.69
2020-04-18T07:18:00Z,14.6,5.69
2020-04-18T07:24:00Z,14.61,5.8
2020-04-18T07:30:00Z,14.61,5.84
2020-04-18T07:36:00Z,14.61,5.84
2020-04-18T07:42:00Z,14.6,5.73
2020-04-18T07:48:00Z,14.6,5.7
2020-04-18T07:54:00Z,14.59,5.62
2020-04-18T08:00:00Z,14.5338461538,5.59
2020-04-18T08:06:00Z,14.58,5.59
2020-04-18T08:12:00Z,14.58,5.14
2020-04-18T08:18:00Z,14.58,4.99
2020-04-18T08:24:00Z,14.57,5.0
2020-04-18T08:30:00Z,14.57,5.0
2020-04-18T08:36:00Z,14.57,5.0
2020-04-18T08:42:00Z,14.53,5.46
2020-04-18T08:48:00Z,14.52,5.58
2020-04-18T08:54:00Z,14.49,5.09
2020-04-18T09:00:00Z,14.465,4.84
2020-04-18T09:06:00Z,14.47,4.84
2020-04-18T09:12:00Z,14.46,4.86
2020-04-18T09:18:00Z,14.46,4.86
2020-04-18T09:24:00Z,14.42,5.33
2020-04-18T09:30:00Z,14.4,5.56
2020-04-18T09:36:00Z,14.4,5.56
2020-04-18T09:42:00Z,14.41,5.49
2020-04-18T09:48:00Z,14.42,5.47
2020-04-18T09:54:00Z,14.53,5.76
2020-04-18T10:00:00Z,14.6525,5.9
2020-04-18T10:06:00Z,14.58,5.9
2020-04-18T10:12:00Z,14.62,11.31
2020-04-18T10:18:00Z,14.63,13.12
2020-04-18T10:24:00Z,14.65,10.46
2020-04-18T10:30:00Z,14.66,9.13
2020-04-18T10:36:00Z,14.66,9.13
2020-04-18T10:42:00Z,14.67,8.82
2020-04-18T10:48:00Z,14.67,8.72
2020-04-18T10:54:00Z,14.66,9.75
2020-04-18T11:00:00Z,14.6325,10.26
2020-04-18T11:06:00Z,14.65,10.26
2020-04-18T11:12:00Z,14.64,9.38
2020-04-18T11:18:00Z,14.64,9.09
2020-04-18T11:24:00Z,14.62,9.67
2020-04-18T11:30:00Z,14.61,9.96
2020-04-18T11:36:00Z,14.61,9.96
2020-04-18T11:42:00Z,14.6,10.15
2020-04-18T11:48:00Z,14.6,10.21
2020-04-18T11:54:00Z,14.65,10.86
2020-04-18T12:00:00Z,14.7725,11.18
2020-04-18T12:06:00Z,14.68,11.18
2020-04-18T12:12:00Z,14.76,10.95
2020-04-18T12:18:00Z,14.78,10.87
2020-04-18T12:24:00Z,14.83,13.22
2020-04-18T12:30:00Z,14.85,14.4
2020-04-18T12:36:00Z,14.85,14.4
2020-04-18T12:48:00Z,14.87,45.58
2020-04-18T12:54:00Z,14.68,43.56
2020-04-18T13:00:00Z,14.295,42.55
2020-04-18T13:06:00Z,14.59,42.55
2020-04-18T13:18:00Z,14.41,3.66
2020-04-18T13:24:00Z,14.32,4.11
2020-04-18T13:30:00Z,14.28,4.34
2020-04-18T13:36:00Z,14.28,4.34
2020-04-18T13:42:00Z,14.31,3.93
2020-04-18T13:48:00Z,14.32,3.79
2020-04-18T13:54:00Z,14.22,3.76
2020-04-18T14:00:00Z,14.2329411765,3.75
2020-04-18T14:06:00Z,14.17,3.75
2020-04-18T14:12:00Z,14.25,3.43
2020-04-18T14:18:00Z,14.32,3.14
2020-04-18T14:24:00Z,14.34,3.12
2020-04-18T14:30:00Z,14.34,3.11
2020-04-18T14:36:00Z,14.34,3.11
2020-04-18T14:42:00Z,14.2,3.24
2020-04-18T14:48:00Z,14.19,3.9
2020-04-18T14:54:00Z,14.15,5.07
2020-04-18T15:00:00Z,14.29625,5.66
2020-04-18T15:06:00Z,14.13,5.66
2020-04-18T15:12:00Z,14.11,7.5
2020-04-18T15:18:00Z,14.21,8.0
2020-04-18T15:24:00Z,14.2,7.35
2020-04-18T15:30:00Z,14.2,7.03
2020-04-18T15:36:00Z,14.2,7.03
2020-04-18T15:42:00Z,14.36,5.09
2020-04-18T15:48:00Z,14.46,2.78
2020-04-18T15:54:00Z,14.47,2.55
2020-04-18T16:00:00Z,14.6293333333,2.43
2020-04-18T16:06:00Z,14.48,2.43
2020-04-18T16:12:00Z,14.45,2.07
2020-04-18T16:18:00Z,14.45,1.95
2020-04-18T16:24:00Z,14.54,1.84
2020-04-18T16:30:00Z,14.59,1.78
2020-04-18T16:36:00Z,14.59,1.78
2020-04-18T16:42:00Z,14.7,2.96
2020-04-18T16:48:00Z,14.78,2.71
2020-04-18T16:54:00Z,14.79,3.91
2020-04-18T17:00:00Z,14.6925,5.11
2020-04-18T17:06:00Z,14.8,5.11
2020-04-18T17:12:00Z,14.74,14.93
2020-04-18T17:18:00Z,14.67,28.68
2020-04-18T17:24:00Z,14.61,15.5
2020-04-18T17:30:00Z,14.55,2.32
2020-04-18T17:36:00Z,14.55,2.32
2020-04-18T17:42:00Z,14.66,2.1
2020-04-18T17:48:00Z,14.77,1.9
2020-04-18T17:54:00Z,14.79,2.23
2020-04-18T18:00:00Z,14.7275,2.57
2020-04-18T18:06:00Z,14.8,2.57
2020-04-18T18:12:00Z,14.78,2.03
2020-04-18T18:18:00Z,14.75,1.96
2020-04-18T18:24:00Z,14.74,1.93
2020-04-18T18:30:00Z,14.74,1.9
2020-04-18T18:36:00Z,14.74,1.9
2020-04-18T18:42:00Z,14.72,2.2
2020-04-18T18:48:00Z,14.7,2.31
2020-04-18T18:54:00Z,14.69,2.48
2020-04-18T19:00:00Z,14.6633333333,2.65
2020-04-18T19:06:00Z,14.68,2.65
2020-04-18T19:12:00Z,14.67,2.68
2020-04-18T19:18:00Z,14.65,2.85
2020-04-18T19:24:00Z,14.66,2.79
2020-04-18T19:30:00Z,14.67,2.73
2020-04-18T19:36:00Z,14.67,2.73
2020-04-18T19:42:00Z,14.67,2.96
2020-04-18T19:48:00Z,14.67,2.53
2020-04-18T19:54:00Z,14.66,2.98
2020-04-18T20:00:00Z,14.515,3.43
2020-04-18T20:06:00Z,14.65,3.43
2020-04-18T20:12:00Z,14.61,3.6
2020-04-18T20:18:00Z,14.56,3.62
2020-04-18T20:24:00Z,14.54,3.69
2020-04-18T20:30:00Z,14.52,3.77
2020-04-18T20:36:00Z,14.52,3.77
2020-04-18T20:42:00Z,14.5,3.74
2020-04-18T20:48:00Z,14.47,3.76
2020-04-18T20:54:00Z,14.46,3.79
2020-04-18T21:00:00Z,14.9946153846,3.81
2020-04-18T21:06:00Z,14.45,3.81
2020-04-18T21:12:00Z,14.49,4.11
2020-04-18T21:18:00Z,14.58,3.98
2020-04-18T21:24:00Z,14.68,3.82
2020-04-18T21:30:00Z,14.77,3.66
2020-04-18T21:36:00Z,14.77,3.66
2020-04-18T21:42:00Z,15.09,3.76
2020-04-18T21:48:00Z,15.3,3.73
2020-04-18T21:54:00Z,15.34,3.5
2020-04-18T22:00:00Z,15.5361111111,3.28
2020-04-18T22:06:00Z,15.38,3.28
2020-04-18T22:12:00Z,15.41,3.4
2020-04-18T22:18:00Z,15.42,3.37
2020-04-18T22:24:00Z,15.44,7.11
2020-04-18T22:30:00Z,15.45,8.98
2020-04-18T22:36:00Z,15.45,8.98
2020-04-18T22:42:00Z,15.58,6.13
2020-04-18T22:48:00Z,15.66,5.4
2020-04-18T22:54:00Z,15.69,4.47
2020-04-18T23:00:00Z,15.8575,3.55
2020-04-18T23:06:00Z,15.71,3.55
2020-04-18T23:12:00Z,15.78,9.59
2020-04-18T23:18:00Z,15.83,2.78
2020-04-18T23:24:00Z,15.84,2.73
2020-04-18T23:30:00Z,15.85,2.67
2020-04-18T23:36:00Z,15.85,2.67
2020-04-18T23:42:00Z,15.87,2.34
2020-04-18T23:48:00Z,15.89,2.04
2020-04-18T23:54:00Z,15.89,2.0
2020-04-19T00:00:00Z,15.8892857143,1.96
2020-04-19T00:06:00Z,15.9,1.96
2020-04-19T00:12:00Z,15.91,2.13
2020-04-19T00:18:00Z,15.92,2.29
2020-04-19T00:24:00Z,15.91,2.19
2020-04-19T00:30:00Z,15.91,2.1
2020-04-19T00:36:00Z,15.91,2.1
2020-04-19T00:42:00Z,15.88,2.46
2020-04-19T00:48:00Z,15.87,2.72
2020-04-19T00:54:00Z,15.87,2.72
2020-04-19T01:00:00Z,15.2841666667,3.67
2020-04-19T01:06:00Z,15.84,3.98
2020-04-19T01:12:00Z,15.78,3.4
2020-04-19T01:18:00Z,15.74,3.07
2020-04-19T01:24:00Z,15.74,3.07
2020-04-19T01:30:00Z,15.56,3.71
2020-04-19T01:36:00Z,15.5,3.93
2020-04-19T01:42:00Z,15.15,14.75
2020-04-19T01:48:00Z,14.98,24.16
2020-04-19T01:54:00Z,14.98,24.16
2020-04-19T02:00:00Z,14.5875,9.73
2020-04-19T02:06:00Z,14.85,4.92
2020-04-19T02:12:00Z,14.76,4.7
2020-04-19T02:18:00Z,14.71,4.42
2020-04-19T02:24:00Z,14.71,4.42
2020-04-19T02:30:00Z,14.63,3.96
2020-04-19T02:36:00Z,14.61,3.81
2020-04-19T02:42:00Z,14.55,3.46
2020-04-19T02:48:00Z,14.52,3.4
2020-04-19T02:54:00Z,14.52,3.4
2020-04-19T03:06:00Z,14.47,30.23
2020-04-19T03:12:00Z,14.44,12.39
2020-04-19T03:18:00Z,14.42,4.23
2020-04-19T03:24:00Z,14.42,4.23
2020-04-19T03:30:00Z,14.42,4.9
2020-04-19T03:36:00Z,14.42,5.12
2020-04-19T03:42:00Z,14.41,5.55
2020-04-19T03:48:00Z,14.4,4.22
2020-04-19T03:54:00Z,14.4,4.22
2020-04-19T04:00:00Z,14.17,4.33
2020-04-19T04:06:00Z,14.37,4.37
2020-04-19T04:12:00Z,14.26,4.2
2020-04-19T04:18:00Z,14.17,4.1
2020-04-19T04:24:00Z,14.17,4.1
2020-04-19T04:30:00Z,14.1,5.11
2020-04-19T04:36:00Z,14.08,5.45
2020-04-19T04:42:00Z,14.19,4.75
2020-04-19T04:48:00Z,14.34,4.39
2020-04-19T04:54:00Z,14.34,4.39
2020-04-19T05:00:00Z,14.6415384615,3.93
2020-04-19T05:06:00Z,14.15,3.78
2020-04-19T05:12:00Z,14.45,3.93
2020-04-19T05:18:00Z,14.71,4.16
2020-04-19T05:24:00Z,14.71,4.16
2020-04-19T05:30:00Z,14.63,3.63
2020-04-19T05:36:00Z,14.61,3.45
2020-04-19T05:42:00Z,14.69,3.13
2020-04-19T05:48:00Z,14.73,3.0
2020-04-19T05:54:00Z,14.73,3.0
2020-04-19T06:00:00Z,14.7764705882,2.98
2020-04-19T06:06:00Z,14.68,2.98
2020-04-19T06:12:00Z,14.66,2.73
2020-04-19T06:18:00Z,14.68,2.4
2020-04-19T06:24:00Z,14.68,2.4
2020-04-19T06:30:00Z,14.74,3.53
2020-04-19T06:36:00Z,14.76,3.81
2020-04-19T06:42:00Z,14.79,3.39
2020-04-19T06:48:00Z,14.81,3.16
2020-04-19T06:54:00Z,14.81,3.16
2020-04-19T07:00:00Z,14.9229411765,3.19
2020-04-19T07:06:00Z,14.91,3.2
2020-04-19T07:12:00Z,14.95,3.16
2020-04-19T07:18:00Z,14.94,3.2
2020-04-19T07:24:00Z,14.94,3.2
2020-04-19T07:30:00Z,14.82,4.14
2020-04-19T07:36:00Z,14.79,4.37
2020-04-19T07:42:00Z,14.88,3.96
2020-04-19T07:48:00Z,14.96,3.75
2020-04-19T07:54:00Z,14.96,3.75
2020-04-19T08:00:00Z,14.9408333333,3.77
2020-04-19T08:06:00Z,15.02,3.77
2020-04-19T08:12:00Z,15.05,4.07
2020-04-19T08:18:00Z,15.07,4.39
2020-04-19T08:24:00Z,15.07,4.39
2020-04-19T08:30:00Z,15.05,3.93
2020-04-19T08:36:00Z,15.04,3.7
2020-04-19T08:42:00Z,14.92,3.48
2020-04-19T08:48:00Z,14.86,3.37
2020-04-19T08:54:00Z,14.86,3.37
2020-04-19T09:00:00Z,14.545,3.48
2020-04-19T09:06:00Z,14.79,3.51
2020-04-19T09:12:00Z,14.69,3.54
2020-04-19T09:18:00Z,14.64,3.55
2020-04-19T09:24:00Z,14.64,3.55
2020-04-19T09:30:00Z,14.58,3.48
2020-04-19T09:36:00Z,14.56,3.46
2020-04-19T09:42:00Z,14.51,3.42
2020-04-19T09:48:00Z,14.49,3.4
2020-04-19T09:54:00Z,14.49,3.4
2020-04-19T10:00:00Z,14.5,3.06
2020-04-19T10:06:00Z,14.49,2.94
2020-04-19T10:12:00Z,14.5,3.21
2020-04-19T10:18:00Z,14.5,3.34
2020-04-19T10:24:00Z,14.5,3.34
2020-04-19T10:30:00Z,14.5,3.08
2020-04-19T10:36:00Z,14.5,2.99
2020-04-19T10:42:00Z,14.51,5.24
2020-04-19T10:48:00Z,14.51,6.36
2020-04-19T10:54:00Z,14.51,6.36
2020-04-19T11:00:00Z,14.435,6.25
2020-04-19T11:06:00Z,14.49,6.22
2020-04-19T11:12:00Z,14.47,6.59
2020-04-19T11:18:00Z,14.46,6.78
2020-04-19T11:24:00Z,14.46,6.78
2020-04-19T11:30:00Z,14.44,6.39
2020-04-19T11:36:00Z,14.43,6.26
2020-04-19T11:42:00Z,14.43,5.76
2020-04-19T11:48:00Z,14.43,5.51
2020-04-19T11:54:00Z,14.43,5.51
2020-04-19T12:00:00Z,14.395,5.82
2020-04-19T12:06:00Z,14.42,5.92
2020-04-19T12:12:00Z,14.4,6.59
2020-04-19T12:18:00Z,14.39,6.92
2020-04-19T12:24:00Z,14.39,6.92
2020-04-19T12:30:00Z,14.39,6.19
2020-04-19T12:36:00Z,14.39,5.95
2020-04-19T12:42:00Z,14.4,3.25
2020-04-19T12:48:00Z,14.4,1.9
2020-04-19T12:54:00Z,14.4,1.9
2020-04-19T13:00:00Z,14.3353333333,1.97
2020-04-19T13:06:00Z,14.4,1.99
2020-04-19T13:18:00Z,14.38,3.16
2020-04-19T13:24:00Z,14.38,3.16
2020-04-19T13:30:00Z,14.37,2.94
2020-04-19T13:36:00Z,14.37,2.87
2020-04-19T13:42:00Z,14.34,0.96
2020-04-19T14:06:00Z,14.3,43.33
2020-04-19T14:18:00Z,14.27,2.81
2020-04-19T14:24:00Z,14.27,2.81
2020-04-19T14:30:00Z,14.25,4.03
2020-04-19T14:36:00Z,14.24,4.34
2020-04-19T14:42:00Z,14.19,4.62
2020-04-19T14:48:00Z,14.16,4.76
2020-04-19T14:54:00Z,14.16,4.76
2020-04-19T15:00:00Z,14.0553333333,3.78
2020-04-19T15:06:00Z,14.14,3.53
2020-04-19T15:12:00Z,14.11,3.72
2020-04-19T15:18:00Z,14.09,3.82
2020-04-19T15:24:00Z,14.09,3.82
2020-04-19T15:30:00Z,14.07,3.6
2020-04-19T15:36:00Z,14.06,3.54
2020-04-19T15:42:00Z,14.05,3.52
2020-04-19T15:48:00Z,14.05,3.5
2020-04-19T15:54:00Z,14.05,3.5
2020-04-19T16:00:00Z,13.9453846154,3.41
2020-04-19T16:06:00Z,14.02,3.39
2020-04-19T16:12:00Z,13.97,3.28
2020-04-19T16:18:00Z,13.95,3.23
2020-04-19T16:24:00Z,13.95,3.23
2020-04-19T16:30:00Z,13.94,3.17
2020-04-19T16:36:00Z,13.93,3.15
2020-04-19T16:42:00Z,13.93,3.0
2020-04-19T16:48:00Z,13.93,2.85
2020-04-19T16:54:00Z,13.93,2.85
2020-04-19T17:00:00Z,14.195,3.04
2020-04-19T17:06:00Z,13.97,3.11
2020-04-19T17:12:00Z,14.04,2.88
2020-04-19T17:18:00Z,14.1,2.65
2020-04-19T17:24:00Z,14.1,2.65
2020-04-19T17:30:00Z,14.13,2.19
2020-04-19T17:36:00Z,14.14,2.03
2020-04-19T17:42:00Z,14.2,1.56
2020-04-19T17:48:00Z,14.26,1.09
2020-04-19T17:54:00Z,14.26,1.09
2020-04-19T18:00:00Z,14.4475,1.51
2020-04-19T18:06:00Z,14.28,1.65
2020-04-19T18:12:00Z,14.34,1.84
2020-04-19T18:18:00Z,14.39,2.04
2020-04-19T18:24:00Z,14.39,2.04
2020-04-19T18:30:00Z,14.43,2.33
2020-04-19T18:36:00Z,14.44,2.43
2020-04-19T18:42:00Z,14.46,2.27
2020-04-19T18:48:00Z,14.47,2.1
2020-04-19T18:54:00Z,14.47,2.1
2020-04-19T19:00:00Z,14.8175,2.05
2020-04-19T19:06:00Z,14.49,2.03
2020-04-19T19:12:00Z,14.54,2.06
2020-04-19T19:18:00Z,14.58,2.09
2020-04-19T19:24:00Z,14.58,2.09
2020-04-19T19:30:00Z,14.74,2.06
2020-04-19T19:36:00Z,14.79,2.05
2020-04-19T19:42:00Z,14.88,2.1
2020-04-19T19:48:00Z,14.97,2.14
2020-04-19T19:54:00Z,14.97,2.14
2020-04-19T20:00:00Z,14.73,2.33
2020-04-19T20:06:00Z,14.93,2.4
2020-04-19T20:12:00Z,14.87,2.4
2020-04-19T20:18:00Z,14.8,2.39
2020-04-19T20:24:00Z,14.8,2.39
2020-04-19T20:30:00Z,14.78,2.56
2020-04-19T20:36:00Z,14.77,2.61
2020-04-19T20:42:00Z,14.73,2.57
2020-04-19T20:48:00Z,14.69,2.53
2020-04-19T20:54:00Z,14.69,2.53
2020-04-19T21:00:00Z,14.7006666667,2.69
2020-04-19T21:06:00Z,14.66,2.75
2020-04-19T21:12:00Z,14.64,3.6
2020-04-19T21:18:00Z,14.63,4.45
2020-04-19T21:24:00Z,14.63,4.45
2020-04-19T21:30:00Z,14.64,3.2
2020-04-19T21:36:00Z,14.64,2.78
2020-04-19T21:42:00Z,14.67,2.75
2020-04-19T21:48:00Z,14.7,2.72
2020-04-19T21:54:00Z,14.7,2.72
2020-04-19T22:00:00Z,14.995,2.5
2020-04-19T22:06:00Z,14.78,2.45
2020-04-19T22:12:00Z,14.9,2.4
2020-04-19T22:18:00Z,15.03,2.34
2020-04-19T22:24:00Z,15.03,2.34
2020-04-19T22:30:00Z,15.02,2.38
2020-04-19T22:36:00Z,15.02,2.39
2020-04-19T22:42:00Z,15.0,2.33
2020-04-19T22:48:00Z,14.98,2.28
2020-04-19T22:54:00Z,14.98,2.28
2020-04-19T23:00:00Z,15.0375,2.33
2020-04-19T23:06:00Z,14.95,2.34
2020-04-19T23:12:00Z,14.96,2.27
2020-04-19T23:18:00Z,14.97,2.21
2020-04-19T23:24:00Z,14.97,2.21
2020-04-19T23:30:00Z,15.0,2.35
2020-04-19T23:36:00Z,15.01,2.39
2020-04-19T23:42:00Z,15.04,2.23
2020-04-19T23:48:00Z,15.08,2.07
2020-04-19T23:54:00Z,15.08,2.07
2020-04-20T00:00:00Z,15.2825,2.25
2020-04-20T00:06:00Z,15.09,2.29
2020-04-20T00:12:00Z,15.09,2.29
2020-04-20T00:18:00Z,15.19,2.01
2020-04-20T00:24:00Z,15.22,1.92
2020-04-20T00:30:00Z,15.24,1.94
2020-04-20T00:36:00Z,15.25,1.94
2020-04-20T00:42:00Z,15.25,1.94
2020-04-20T00:48:00Z,15.3,1.9
2020-04-20T00:54:00Z,15.32,1.88
2020-04-20T01:00:00Z,15.0425,2.13
2020-04-20T01:06:00Z,15.34,2.22
2020-04-20T01:12:00Z,15.34,2.22
2020-04-20T01:18:00Z,15.34,2.3
2020-04-20T01:24:00Z,15.34,2.33
2020-04-20T01:30:00Z,15.3,2.98
2020-04-20T01:36:00Z,15.29,3.2
2020-04-20T01:42:00Z,15.29,3.2
2020-04-20T01:48:00Z,14.96,3.46
